Disease,Resolution,Direction,CellType,Real_Score,P_Value,FDR_Adjusted_P
depression,700,Positive,pericyte_sig,0.0113718243627118,0.199,0.4543472133247918
depression,700,Positive,gad_sig,0.0013198459069325,0.245,0.5298422330097087
depression,700,Positive,l6_ct_sig,0.007209474662395,0.427,0.7922061426340448
depression,700,Positive,vip_sig,0.0006368377118213,0.877,1.0
depression,700,Positive,opc_sig,-0.0026537734924849,0.972,1.0
depression,700,Positive,astro_sig,-0.0093005452892165,0.992,1.0
depression,700,Positive,pvalb_expr,-0.0001139746244447,0.999,1.0
depression,700,Positive,pvalb_sig,-0.0001139746244447,0.999,1.0
depression,700,Positive,lamp5_sig,-0.0157426926113418,1.0,1.0
depression,700,Positive,oligo_sig,-0.0178042801571544,1.0,1.0
depression,800,Negative,l6_ct_sig,0.0050135258703603,0.0,0.0
depression,800,Negative,pvalb_sig,0.024064498908885,0.0,0.0
depression,800,Negative,oligo_sig,0.01023329413611,0.0,0.0
depression,800,Negative,lamp5_sig,0.0130163229683596,0.0,0.0
depression,800,Negative,pvalb_expr,0.024064498908885,0.0,0.0
depression,800,Negative,vip_sig,0.0053132810928557,0.002,0.0073788819875776
depression,800,Negative,pericyte_sig,0.002842207457621,0.041,0.1185109489051094
depression,800,Negative,l5_it_sig,0.0019112497176633,0.104,0.2651330472103004
depression,800,Negative,sst_sig,0.0021128416584051,0.139,0.3393123287671233
depression,800,Negative,sst_expr,0.0021128416584051,0.139,0.3393123287671233
depression,800,Negative,endothelial_sig,0.0028426365879593,0.188,0.4350857142857143
depression,800,Negative,microglia_sig,0.0079199563877803,0.276,0.5749059029807131
depression,800,Negative,opc_sig,-5.602903109474188e-05,0.636,1.0
depression,800,Negative,gad_sig,-0.0013005414325647,0.762,1.0
depression,800,Negative,astro_sig,-0.0009787968453219,0.799,1.0
depression,800,Negative,l6_it_sig,-0.0053745962975103,0.994,1.0
depression,800,Negative,l2_3_it_sig,-0.0051303242352929,0.999,1.0
depression,800,Negative,l4_it_sig,-0.0103691256602207,1.0,1.0
depression,800,Positive,l5_it_sig,0.0150248032874125,0.0,0.0
depression,800,Positive,l4_it_sig,0.0366737362747245,0.0,0.0
depression,800,Positive,microglia_sig,0.035547179310575,0.0,0.0
depression,800,Positive,l2_3_it_sig,0.0110133031473943,0.004,0.0142702702702702
depression,800,Positive,l6_it_sig,0.0110777275827815,0.01,0.0333707865168539
depression,800,Positive,endothelial_sig,0.0062439664923362,0.053,0.1496767036450079
depression,800,Positive,pericyte_sig,0.0080910548567512,0.165,0.3904780876494024
depression,800,Positive,sst_expr,0.0151808247953361,0.23,0.5072524752475248
depression,800,Positive,sst_sig,0.0151808247953361,0.23,0.5072524752475248
depression,800,Positive,astro_sig,0.0011934136184563,0.259,0.5501048867699643
depression,800,Positive,opc_sig,0.0020905192776387,0.295,0.6035476463834673
depression,800,Positive,gad_sig,-0.0022800370159177,0.748,1.0
depression,800,Positive,vip_sig,0.0067636993641668,0.836,1.0
depression,800,Positive,l6_ct_sig,-0.0036339144875285,0.991,1.0
depression,800,Positive,oligo_sig,-0.020004322228451,1.0,1.0
depression,800,Positive,lamp5_sig,-0.0104584264435586,1.0,1.0
depression,800,Positive,pvalb_sig,-0.0042842087197825,1.0,1.0
depression,800,Positive,pvalb_expr,-0.0042842087197825,1.0,1.0
depression,900,Negative,l6_ct_sig,0.0045772012800975,0.0,0.0
depression,900,Negative,pvalb_sig,0.0242409649268393,0.0,0.0
depression,900,Negative,oligo_sig,0.0100074173299751,0.0,0.0
depression,900,Negative,lamp5_sig,0.0110952558043418,0.0,0.0
depression,900,Negative,pvalb_expr,0.0242409649268393,0.0,0.0
depression,900,Negative,sst_expr,0.0070484391920663,0.003,0.0108769074262461
depression,900,Negative,sst_sig,0.0070484391920663,0.003,0.0108769074262461
depression,900,Negative,microglia_sig,0.0088779119609203,0.072,0.1964839203675344
depression,900,Negative,astro_sig,-0.0001313451439183,0.506,0.895424031777557
depression,900,Negative,gad_sig,-0.000767130157874,0.646,1.0
depression,900,Negative,opc_sig,-1.1100252021383318e-05,0.659,1.0
depression,900,Negative,vip_sig,-0.0007538095857971,0.715,1.0
depression,900,Negative,pericyte_sig,-0.0010917476332103,0.758,1.0
depression,900,Negative,l5_it_sig,-0.0015718913434602,0.808,1.0
depression,900,Negative,l2_3_it_sig,-0.0027736800433564,0.956,1.0
depression,900,Negative,l6_it_sig,-0.0035706744228651,0.98,1.0
depression,900,Negative,endothelial_sig,-0.0007780810634096,0.981,1.0
depression,900,Negative,l4_it_sig,-0.0028686104074211,0.998,1.0
depression,900,Positive,l2_3_it_sig,0.0205202906545575,0.0,0.0
depression,900,Positive,l4_it_sig,0.0398182428846344,0.0,0.0
depression,900,Positive,l6_it_sig,0.0152974119017486,0.0,0.0
depression,900,Positive,microglia_sig,0.028013477158781,0.0,0.0
depression,900,Positive,sst_expr,0.0271006516872383,0.0,0.0
depression,900,Positive,sst_sig,0.0271006516872383,0.0,0.0
depression,900,Positive,endothelial_sig,0.0057005423705857,0.041,0.1185109489051094
depression,900,Positive,l5_it_sig,0.0023536547073271,0.232,0.50977065351418
depression,900,Positive,astro_sig,0.0011694023279392,0.245,0.5298422330097087
depression,900,Positive,opc_sig,0.0018608751830641,0.312,0.6303673469387755
depression,900,Positive,vip_sig,0.0072961460436383,0.325,0.6503649635036497
depression,900,Positive,pericyte_sig,0.0054884719905184,0.387,0.741143471252015
depression,900,Positive,l6_ct_sig,0.0045517150735957,0.448,0.8183864684777038
depression,900,Positive,gad_sig,-0.0015864247381339,0.709,1.0
depression,900,Positive,lamp5_sig,-0.0019600861696474,0.999,1.0
depression,900,Positive,oligo_sig,-0.0158791657250072,1.0,1.0
depression,900,Positive,pvalb_sig,0.0056347732469949,1.0,1.0
depression,900,Positive,pvalb_expr,0.0056347732469949,1.0,1.0
depression,1000,Negative,l6_ct_sig,0.0062870272147182,0.0,0.0
depression,1000,Negative,pvalb_sig,0.0146360276965628,0.0,0.0
depression,1000,Negative,oligo_sig,0.0090825862222204,0.0,0.0
depression,1000,Negative,lamp5_sig,0.0057841983711373,0.0,0.0
depression,1000,Negative,pvalb_expr,0.0146360276965628,0.0,0.0
depression,1000,Negative,sst_expr,0.0041676293037199,0.002,0.0073788819875776
depression,1000,Negative,sst_sig,0.0041676293037199,0.002,0.0073788819875776
depression,1000,Negative,l5_it_sig,0.0028459444044799,0.027,0.0818265306122449
depression,1000,Negative,pericyte_sig,0.0011394862080101,0.143,0.3474110429447852
depression,1000,Negative,microglia_sig,0.0041431684586124,0.147,0.3547109004739336
depression,1000,Negative,astro_sig,-9.724105434488262e-05,0.393,0.7494125200642054
depression,1000,Negative,endothelial_sig,0.0010627689371277,0.415,0.7780431351920042
depression,1000,Negative,vip_sig,-0.0006314298737294,0.641,1.0
depression,1000,Negative,l2_3_it_sig,-0.001373441288612,0.779,1.0
depression,1000,Negative,opc_sig,-0.0004422843193703,0.823,1.0
depression,1000,Negative,gad_sig,-0.0013603362284564,0.846,1.0
depression,1000,Negative,l6_it_sig,-0.0023394995488724,0.936,1.0
depression,1000,Negative,l4_it_sig,-0.0063626791652568,1.0,1.0
depression,1000,Positive,l2_3_it_sig,0.0213876428437988,0.0,0.0
depression,1000,Positive,l4_it_sig,0.033533335002755,0.0,0.0
depression,1000,Positive,microglia_sig,0.0268298430283338,0.0,0.0
depression,1000,Positive,l5_it_sig,0.0104277115234742,0.001,0.0037995735607675
depression,1000,Positive,l6_it_sig,0.0111572795071026,0.001,0.0037995735607675
depression,1000,Positive,endothelial_sig,0.0062928108799627,0.007,0.0240578592092574
depression,1000,Positive,sst_expr,0.0167959401216982,0.011,0.0364349442379182
depression,1000,Positive,sst_sig,0.0167959401216982,0.011,0.0364349442379182
depression,1000,Positive,opc_sig,0.0045690101578224,0.012,0.0392727272727272
depression,1000,Positive,pericyte_sig,0.0054503039828031,0.075,0.2028072837632777
depression,1000,Positive,gad_sig,0.0026541019939079,0.099,0.2540215982721382
depression,1000,Positive,l6_ct_sig,0.0059754116741492,0.166,0.3920636182902585
depression,1000,Positive,astro_sig,0.0008291328559569,0.293,0.6011813471502591
depression,1000,Positive,vip_sig,0.0037555908789191,0.572,0.9824616867469878
depression,1000,Positive,pvalb_expr,0.0048030149521655,0.998,1.0
depression,1000,Positive,pvalb_sig,0.0048030149521655,0.998,1.0
depression,1000,Positive,lamp5_sig,-0.0027520872206401,1.0,1.0
depression,1000,Positive,oligo_sig,-0.0118539912872981,1.0,1.0
ftd,100,Negative,l6_ct_sig,0.0103472891215137,0.0,0.0
ftd,100,Negative,pvalb_sig,0.0571912207598887,0.0,0.0
ftd,100,Negative,sst_expr,0.0159581399490412,0.0,0.0
ftd,100,Negative,microglia_sig,0.0273661611401449,0.0,0.0
ftd,100,Negative,pvalb_expr,0.0571912207598887,0.0,0.0
ftd,100,Negative,sst_sig,0.0159581399490412,0.0,0.0
ftd,100,Negative,vip_sig,0.0129605316121807,0.0,0.0
ftd,100,Negative,opc_sig,0.0053101021234852,0.001,0.0037995735607675
ftd,100,Negative,l4_it_sig,0.0060787613958417,0.009,0.0302889518413597
ftd,100,Negative,oligo_sig,0.0021861139716566,0.03,0.0899243061396131
ftd,100,Negative,astro_sig,0.0015002101550943,0.031,0.0927657430730478
ftd,100,Negative,l2_3_it_sig,0.0016578346430978,0.05,0.142332268370607
ftd,100,Negative,lamp5_sig,0.0062724935462031,0.067,0.1848204334365325
ftd,100,Negative,gad_sig,-0.000164266083741,0.397,0.7542153518123668
ftd,100,Negative,l6_it_sig,-0.0013900437218335,0.609,1.0
ftd,100,Negative,endothelial_sig,0.0001601425080979,0.786,1.0
ftd,100,Negative,pericyte_sig,-0.004116088019131,0.918,1.0
ftd,100,Negative,l5_it_sig,-0.0060503922212017,0.943,1.0
ftd,100,Positive,microglia_sig,0.1720666782844122,0.028,0.0844263959390863
ftd,100,Positive,sst_expr,0.1850167567454448,0.036,0.1063880597014925
ftd,100,Positive,sst_sig,0.1850167567454448,0.036,0.1063880597014925
ftd,100,Positive,oligo_sig,0.0749397260225828,0.183,0.4251707953063885
ftd,100,Positive,pvalb_sig,0.1357030938211671,0.195,0.4475080489375402
ftd,100,Positive,pvalb_expr,0.1357030938211671,0.195,0.4475080489375402
ftd,100,Positive,l5_it_sig,0.0263326444207004,0.254,0.5427194244604316
ftd,100,Positive,vip_sig,0.0245490889684294,0.262,0.5548235294117647
ftd,100,Positive,opc_sig,-0.0062804366013754,0.394,0.7509176470588236
ftd,100,Positive,l2_3_it_sig,-0.0149964251322067,0.519,0.913846153846154
ftd,100,Positive,l6_ct_sig,-0.0247082602233229,0.533,0.9307261146496816
ftd,100,Positive,pericyte_sig,-0.0124074470118332,0.534,0.9311037181996086
ftd,100,Positive,astro_sig,-0.016572567541772,0.59,1.0
ftd,100,Positive,endothelial_sig,-0.057680019385743,0.82,1.0
ftd,100,Positive,l4_it_sig,-0.0958297585548913,0.843,1.0
ftd,100,Positive,lamp5_sig,-0.1607605587443052,0.915,1.0
ftd,100,Positive,gad_sig,-0.0279957506635485,0.971,1.0
ftd,100,Positive,l6_it_sig,-0.0669742710200394,0.979,1.0
ftd,300,Negative,astro_sig,0.0045942993857092,0.0,0.0
ftd,300,Negative,l2_3_it_sig,0.011900152353131,0.0,0.0
ftd,300,Negative,l6_ct_sig,0.0136639809121811,0.0,0.0
ftd,300,Negative,l4_it_sig,0.0257481418838031,0.0,0.0
ftd,300,Negative,pvalb_expr,0.05696240083368,0.0,0.0
ftd,300,Negative,opc_sig,0.0065375929686766,0.0,0.0
ftd,300,Negative,oligo_sig,0.0089803290080593,0.0,0.0
ftd,300,Negative,microglia_sig,0.0279123570716558,0.0,0.0
ftd,300,Negative,sst_expr,0.0278562877911351,0.0,0.0
ftd,300,Negative,pvalb_sig,0.05696240083368,0.0,0.0
ftd,300,Negative,vip_sig,0.0205258800213994,0.0,0.0
ftd,300,Negative,sst_sig,0.0278562877911351,0.0,0.0
ftd,300,Negative,endothelial_sig,0.0028849512374629,0.147,0.3547109004739336
ftd,300,Negative,lamp5_sig,0.0095608996108257,0.243,0.5277586837294332
ftd,300,Negative,l5_it_sig,0.0001258148960726,0.499,0.889218
ftd,300,Negative,l6_it_sig,-0.0006628490138471,0.602,1.0
ftd,300,Negative,gad_sig,-0.0015875064790693,0.645,1.0
ftd,300,Negative,pericyte_sig,-0.000483269893857,0.783,1.0
ftd,300,Positive,pvalb_expr,0.1622103703092376,0.01,0.0333707865168539
ftd,300,Positive,pvalb_sig,0.1622103703092376,0.01,0.0333707865168539
ftd,300,Positive,sst_expr,0.1718929344820128,0.037,0.108712283594394
ftd,300,Positive,sst_sig,0.1718929344820128,0.037,0.108712283594394
ftd,300,Positive,opc_sig,0.0130864900980329,0.145,0.3510733695652173
ftd,300,Positive,pericyte_sig,0.0365554231371216,0.25,0.536101083032491
ftd,300,Positive,l5_it_sig,0.022812631903092,0.272,0.5709116607773852
ftd,300,Positive,lamp5_sig,0.0569334921175314,0.273,0.5723364705882353
ftd,300,Positive,gad_sig,0.0188353112007292,0.297,0.6052075471698113
ftd,300,Positive,astro_sig,0.0086579286496607,0.302,0.613641961231471
ftd,300,Positive,l4_it_sig,0.0109011062180453,0.472,0.8500293077311772
ftd,300,Positive,l2_3_it_sig,-0.0347464606410753,0.901,1.0
ftd,300,Positive,microglia_sig,-0.0774921146073129,0.951,1.0
ftd,300,Positive,vip_sig,-0.0907895984115977,0.963,1.0
ftd,300,Positive,l6_it_sig,-0.1124548100403409,0.973,1.0
ftd,300,Positive,oligo_sig,-0.1186427866803934,0.974,1.0
ftd,300,Positive,endothelial_sig,-0.0804996332126568,0.995,1.0
ftd,300,Positive,l6_ct_sig,-0.1603617267463868,0.998,1.0
ftd,400,Negative,astro_sig,0.0043555303693055,0.0,0.0
ftd,400,Negative,endothelial_sig,0.0130941133343028,0.0,0.0
ftd,400,Negative,l2_3_it_sig,0.004874708124321,0.0,0.0
ftd,400,Negative,l4_it_sig,0.0224641333292698,0.0,0.0
ftd,400,Negative,l6_ct_sig,0.0099975002629796,0.0,0.0
ftd,400,Negative,opc_sig,0.0072362337443545,0.0,0.0
ftd,400,Negative,oligo_sig,0.0061234026104887,0.0,0.0
ftd,400,Negative,microglia_sig,0.0291743962201868,0.0,0.0
ftd,400,Negative,sst_expr,0.027578023766089,0.0,0.0
ftd,400,Negative,pvalb_sig,0.0437430831958777,0.0,0.0
ftd,400,Negative,pvalb_expr,0.0437430831958777,0.0,0.0
ftd,400,Negative,sst_sig,0.027578023766089,0.0,0.0
ftd,400,Negative,lamp5_sig,0.0061136143738293,0.001,0.0037995735607675
ftd,400,Negative,vip_sig,0.0058745633446888,0.023,0.0709100346020761
ftd,400,Negative,l6_it_sig,0.0014789137145288,0.086,0.2265365853658536
ftd,400,Negative,l5_it_sig,0.0026935923849997,0.247,0.5328740920096853
ftd,400,Negative,pericyte_sig,0.0031656197435051,0.464,0.8394395939086295
ftd,400,Negative,gad_sig,-0.0013264147065132,0.703,1.0
ftd,400,Positive,pvalb_expr,0.1602643990819301,0.02,0.0625263157894737
ftd,400,Positive,pvalb_sig,0.1602643990819301,0.02,0.0625263157894737
ftd,400,Positive,gad_sig,0.0433458907875813,0.125,0.3106694560669456
ftd,400,Positive,l2_3_it_sig,0.0435912081795598,0.142,0.3452169167803546
ftd,400,Positive,sst_expr,0.062840519349058,0.244,0.528963503649635
ftd,400,Positive,sst_sig,0.062840519349058,0.244,0.528963503649635
ftd,400,Positive,lamp5_sig,0.0073216631511135,0.348,0.6856119402985075
ftd,400,Positive,microglia_sig,-0.0038700971140678,0.455,0.8269352371239164
ftd,400,Positive,l4_it_sig,0.0100524567429527,0.543,0.9431052631578948
ftd,400,Positive,l6_it_sig,-0.0072695882720101,0.551,0.9542099125364432
ftd,400,Positive,opc_sig,-0.006658530042504,0.608,1.0
ftd,400,Positive,l6_ct_sig,-0.0180682035999342,0.666,1.0
ftd,400,Positive,vip_sig,-0.0262036943809537,0.803,1.0
ftd,400,Positive,oligo_sig,-0.0363354778956993,0.813,1.0
ftd,400,Positive,pericyte_sig,0.0252600106436587,0.899,1.0
ftd,400,Positive,astro_sig,-0.0376256631038217,0.909,1.0
ftd,400,Positive,endothelial_sig,-0.0562062846470447,0.991,1.0
ftd,400,Positive,l5_it_sig,-0.0561758785220633,0.996,1.0
ftd,500,Negative,astro_sig,0.0022510025780608,0.0,0.0
ftd,500,Negative,l4_it_sig,0.0113275857447147,0.0,0.0
ftd,500,Negative,l6_ct_sig,0.0087694004881342,0.0,0.0
ftd,500,Negative,sst_expr,0.0230417888603114,0.0,0.0
ftd,500,Negative,pvalb_expr,0.0503833989351665,0.0,0.0
ftd,500,Negative,opc_sig,0.0042930732517329,0.0,0.0
ftd,500,Negative,oligo_sig,0.0042696916757619,0.0,0.0
ftd,500,Negative,microglia_sig,0.0260554955152872,0.0,0.0
ftd,500,Negative,pvalb_sig,0.0503833989351665,0.0,0.0
ftd,500,Negative,sst_sig,0.0230394409473376,0.0,0.0
ftd,500,Negative,vip_sig,0.0081907814111124,0.0,0.0
ftd,500,Negative,lamp5_sig,0.0053311879307775,0.001,0.0037995735607675
ftd,500,Negative,endothelial_sig,0.0069338531893472,0.096,0.2472138728323699
ftd,500,Negative,l2_3_it_sig,-0.0006505830627469,0.427,0.7922061426340448
ftd,500,Negative,l5_it_sig,0.0015701129088849,0.682,1.0
ftd,500,Negative,pericyte_sig,0.0015491917083389,0.72,1.0
ftd,500,Negative,gad_sig,-0.0012829076179417,0.926,1.0
ftd,500,Negative,l6_it_sig,-0.0060020176158719,0.997,1.0
ftd,500,Positive,pvalb_expr,0.0645642758100904,0.056,0.1572765957446808
ftd,500,Positive,pvalb_sig,0.0645642758100904,0.056,0.1572765957446808
ftd,500,Positive,l6_ct_sig,0.0202001746888106,0.144,0.3496021798365122
ftd,500,Positive,l2_3_it_sig,0.0246894939559059,0.153,0.3662135661517797
ftd,500,Positive,sst_expr,0.0321413600668823,0.197,0.4503579217447082
ftd,500,Positive,sst_sig,0.0321470788725862,0.197,0.4503579217447082
ftd,500,Positive,l5_it_sig,0.0194245281696788,0.198,0.4523538461538461
ftd,500,Positive,lamp5_sig,0.0150912654725185,0.225,0.500561797752809
ftd,500,Positive,oligo_sig,0.0050066450306014,0.353,0.6931636363636363
ftd,500,Positive,gad_sig,0.0110402634284256,0.38,0.7320648648648649
ftd,500,Positive,pericyte_sig,0.0065122431993877,0.405,0.7649284578696345
ftd,500,Positive,l6_it_sig,0.0016371279950704,0.435,0.799969040247678
ftd,500,Positive,vip_sig,-0.0015160855056184,0.524,0.919968472906404
ftd,500,Positive,opc_sig,-0.0032341388492979,0.594,1.0
ftd,500,Positive,astro_sig,-0.004493829688911,0.652,1.0
ftd,500,Positive,microglia_sig,-0.0216679951985906,0.801,1.0
ftd,500,Positive,endothelial_sig,-0.0317696849185911,0.942,1.0
ftd,500,Positive,l4_it_sig,-0.0647000656638986,0.998,1.0
ftd,600,Negative,astro_sig,0.0053007781162118,0.0,0.0
ftd,600,Negative,l2_3_it_sig,0.0045983903584803,0.0,0.0
ftd,600,Negative,l5_it_sig,0.0053500503483957,0.0,0.0
ftd,600,Negative,l4_it_sig,0.0158481376410813,0.0,0.0
ftd,600,Negative,l6_ct_sig,0.0112550359758674,0.0,0.0
ftd,600,Negative,oligo_sig,0.0063982358070499,0.0,0.0
ftd,600,Negative,microglia_sig,0.0264799380812256,0.0,0.0
ftd,600,Negative,lamp5_sig,0.0119644713864966,0.0,0.0
ftd,600,Negative,pvalb_expr,0.0372074385917272,0.0,0.0
ftd,600,Negative,pvalb_sig,0.0372074385917272,0.0,0.0
ftd,600,Negative,sst_expr,0.024588816808785,0.0,0.0
ftd,600,Negative,opc_sig,0.0046412873311787,0.0,0.0
ftd,600,Negative,vip_sig,0.013339140515067,0.0,0.0
ftd,600,Negative,sst_sig,0.024588816808785,0.0,0.0
ftd,600,Negative,endothelial_sig,0.0074455004839689,0.006,0.0208828125
ftd,600,Negative,pericyte_sig,0.004398201979902,0.093,0.2414071376547705
ftd,600,Negative,l6_it_sig,-0.0012173790445137,0.502,0.8923331670822944
ftd,600,Negative,gad_sig,-0.0020106954726564,0.885,1.0
ftd,600,Positive,lamp5_sig,0.0117189957963043,0.445,0.8145762711864407
ftd,600,Positive,pvalb_expr,0.0078669523069331,0.518,0.9125813148788928
ftd,600,Positive,pvalb_sig,0.0078669523069331,0.518,0.9125813148788928
ftd,600,Positive,astro_sig,-0.0053731232317405,0.562,0.9694908034849952
ftd,600,Positive,opc_sig,-0.0020437920453881,0.566,0.9759187227866472
ftd,600,Positive,gad_sig,-0.0031834081688927,0.62,1.0
ftd,600,Positive,l2_3_it_sig,-0.0049799009265758,0.695,1.0
ftd,600,Positive,pericyte_sig,-0.0023134771130692,0.73,1.0
ftd,600,Positive,l6_it_sig,-0.0130700929003284,0.754,1.0
ftd,600,Positive,sst_expr,-0.0159935161247564,0.814,1.0
ftd,600,Positive,sst_sig,-0.0159935161247564,0.814,1.0
ftd,600,Positive,microglia_sig,-0.019332470379488,0.824,1.0
ftd,600,Positive,l5_it_sig,-0.0068846678696561,0.84,1.0
ftd,600,Positive,vip_sig,-0.0232393629697941,0.864,1.0
ftd,600,Positive,endothelial_sig,-0.0152867192510351,0.884,1.0
ftd,600,Positive,oligo_sig,-0.0285499730214771,0.923,1.0
ftd,600,Positive,l6_ct_sig,-0.040731567253568,0.98,1.0
ftd,600,Positive,l4_it_sig,-0.0589088546728365,0.996,1.0
ftd,700,Negative,astro_sig,0.0057628613835862,0.0,0.0
ftd,700,Negative,l2_3_it_sig,0.006046954215223,0.0,0.0
ftd,700,Negative,l5_it_sig,0.0050830001238359,0.0,0.0
ftd,700,Negative,l4_it_sig,0.0265939411349832,0.0,0.0
ftd,700,Negative,l6_it_sig,0.0049750918125846,0.0,0.0
ftd,700,Negative,oligo_sig,0.0051206641487089,0.0,0.0
ftd,700,Negative,microglia_sig,0.0309437325352591,0.0,0.0
ftd,700,Negative,lamp5_sig,0.0094635551614651,0.0,0.0
ftd,700,Negative,pvalb_expr,0.0463846628550144,0.0,0.0
ftd,700,Negative,pvalb_sig,0.0463846628550144,0.0,0.0
ftd,700,Negative,sst_expr,0.0321135627272516,0.0,0.0
ftd,700,Negative,opc_sig,0.0063201897581066,0.0,0.0
ftd,700,Negative,vip_sig,0.0077586354497697,0.0,0.0
ftd,700,Negative,sst_sig,0.0321135627272516,0.0,0.0
ftd,700,Negative,l6_ct_sig,0.0093297649606119,0.001,0.0037995735607675
ftd,700,Negative,endothelial_sig,0.005244512477002,0.061,0.1705129411764706
ftd,700,Negative,pericyte_sig,0.0022426025087332,0.214,0.4815
ftd,700,Negative,gad_sig,-0.0004464340781599,0.49,0.8762468640240844
ftd,700,Positive,gad_sig,0.0153977981117612,0.148,0.3561593517893315
ftd,700,Positive,pericyte_sig,0.0164421597310833,0.197,0.4503579217447082
ftd,700,Positive,lamp5_sig,0.0169456582174576,0.279,0.5791240535818288
ftd,700,Positive,l5_it_sig,0.0168257467880119,0.337,0.6676309060589217
ftd,700,Positive,vip_sig,0.0112450158698743,0.341,0.6733096952908588
ftd,700,Positive,oligo_sig,0.0055553520865579,0.362,0.705781181619256
ftd,700,Positive,l6_ct_sig,0.0026214195142524,0.425,0.7897288842544317
ftd,700,Positive,l2_3_it_sig,-0.0003526624018024,0.504,0.8941045296167248
ftd,700,Positive,opc_sig,-0.0030858462852523,0.642,1.0
ftd,700,Positive,l6_it_sig,-0.0099814024568806,0.687,1.0
ftd,700,Positive,astro_sig,-0.0100750347584393,0.72,1.0
ftd,700,Positive,endothelial_sig,-0.0120245487284218,0.808,1.0
ftd,700,Positive,pvalb_expr,0.0015165367996584,0.834,1.0
ftd,700,Positive,pvalb_sig,0.0015165367996584,0.834,1.0
ftd,700,Positive,sst_sig,-0.0124805635366007,0.902,1.0
ftd,700,Positive,sst_expr,-0.0124805635366007,0.902,1.0
ftd,700,Positive,microglia_sig,-0.0323796196312367,0.975,1.0
ftd,700,Positive,l4_it_sig,-0.0670695828919775,1.0,1.0
ftd,800,Negative,astro_sig,0.0049926972506309,0.0,0.0
ftd,800,Negative,l4_it_sig,0.0195462429570179,0.0,0.0
ftd,800,Negative,l6_ct_sig,0.0082168736281518,0.0,0.0
ftd,800,Negative,pvalb_expr,0.0392090258801484,0.0,0.0
ftd,800,Negative,opc_sig,0.0059313237599531,0.0,0.0
ftd,800,Negative,oligo_sig,0.0055240402551457,0.0,0.0
ftd,800,Negative,microglia_sig,0.0225389852286094,0.0,0.0
ftd,800,Negative,lamp5_sig,0.0071089157971815,0.0,0.0
ftd,800,Negative,sst_expr,0.0232882382031379,0.0,0.0
ftd,800,Negative,pvalb_sig,0.0392090258801484,0.0,0.0
ftd,800,Negative,vip_sig,0.0072601930537202,0.0,0.0
ftd,800,Negative,sst_sig,0.0232882382031379,0.0,0.0
ftd,800,Negative,endothelial_sig,0.0074490346581146,0.008,0.0272842105263157
ftd,800,Negative,l2_3_it_sig,0.0019965503662259,0.037,0.108712283594394
ftd,800,Negative,l5_it_sig,0.0033205419682371,0.094,0.2434709302325581
ftd,800,Negative,gad_sig,0.0010820461397513,0.128,0.3170201528839472
ftd,800,Negative,pericyte_sig,0.0038404558676186,0.35,0.68841059602649
ftd,800,Negative,l6_it_sig,-0.0022173738829097,0.844,1.0
ftd,800,Positive,l2_3_it_sig,0.0158705188291767,0.088,0.2304423218221895
ftd,800,Positive,l6_it_sig,0.0131028577023596,0.096,0.2472138728323699
ftd,800,Positive,sst_expr,0.025244659754898,0.106,0.2696531049250535
ftd,800,Positive,sst_sig,0.025244659754898,0.106,0.2696531049250535
ftd,800,Positive,lamp5_sig,0.012899691187146,0.254,0.5427194244604316
ftd,800,Positive,pvalb_sig,0.014012499498147,0.255,0.5432277346084877
ftd,800,Positive,pvalb_expr,0.014012499498147,0.255,0.5432277346084877
ftd,800,Positive,opc_sig,0.0039646090110033,0.26,0.5512433075550268
ftd,800,Positive,oligo_sig,-0.006401562127478,0.608,1.0
ftd,800,Positive,vip_sig,-0.0075134674069378,0.663,1.0
ftd,800,Positive,gad_sig,-0.0050341387753824,0.702,1.0
ftd,800,Positive,pericyte_sig,-0.0011368895299889,0.727,1.0
ftd,800,Positive,l4_it_sig,-0.0098923183722573,0.746,1.0
ftd,800,Positive,l6_ct_sig,-0.0094440100248848,0.749,1.0
ftd,800,Positive,microglia_sig,-0.0139418598827254,0.752,1.0
ftd,800,Positive,endothelial_sig,-0.0096462479597354,0.814,1.0
ftd,800,Positive,l5_it_sig,0.0007177473534942,0.824,1.0
ftd,800,Positive,astro_sig,-0.0182237810206651,0.945,1.0
ftd,900,Negative,astro_sig,0.0058687258186722,0.0,0.0
ftd,900,Negative,l2_3_it_sig,0.0056519052847488,0.0,0.0
ftd,900,Negative,l6_ct_sig,0.0102781532967398,0.0,0.0
ftd,900,Negative,l4_it_sig,0.0217047835817571,0.0,0.0
ftd,900,Negative,opc_sig,0.0050906507151032,0.0,0.0
ftd,900,Negative,oligo_sig,0.0056129865621053,0.0,0.0
ftd,900,Negative,microglia_sig,0.0282015578490422,0.0,0.0
ftd,900,Negative,lamp5_sig,0.0095022104010984,0.0,0.0
ftd,900,Negative,pvalb_expr,0.0410989632000101,0.0,0.0
ftd,900,Negative,pvalb_sig,0.0410989632000101,0.0,0.0
ftd,900,Negative,sst_expr,0.0302713575546731,0.0,0.0
ftd,900,Negative,sst_sig,0.0302713575546731,0.0,0.0
ftd,900,Negative,vip_sig,0.0118144295967564,0.0,0.0
ftd,900,Negative,l5_it_sig,0.004875616803634,0.001,0.0037995735607675
ftd,900,Negative,endothelial_sig,0.0086856587293547,0.007,0.0240578592092574
