Disease,Resolution,Direction,CellType,Real_Score,P_Value,FDR_Adjusted_P
anxiety,400,Negative,gad_sig,-0.0039554175622976,0.757,1.0
anxiety,400,Negative,l2_3_it_sig,-0.0053981272614011,0.862,1.0
anxiety,400,Negative,astro_sig,-0.0044528122102291,0.902,1.0
anxiety,400,Negative,l6_it_sig,-0.0076124884995027,0.908,1.0
anxiety,400,Negative,l4_it_sig,-0.0132466419768849,0.979,1.0
anxiety,400,Negative,vip_sig,-0.0165252255522743,1.0,1.0
anxiety,400,Positive,l2_3_it_sig,0.0228885927922093,0.0,0.0
anxiety,400,Positive,l4_it_sig,0.0594314087683078,0.0,0.0
anxiety,400,Positive,l6_it_sig,0.0214154430071036,0.0,0.0
anxiety,400,Positive,microglia_sig,0.037855201797157,0.0,0.0
anxiety,400,Positive,vip_sig,0.0185490236848283,0.002,0.0073788819875776
anxiety,400,Positive,gad_sig,0.0102207768647035,0.027,0.0818265306122449
anxiety,400,Positive,astro_sig,0.0006897137090195,0.462,0.8370960854092527
anxiety,400,Positive,l5_it_sig,0.0023066054948105,0.635,1.0
anxiety,400,Positive,l6_ct_sig,-0.0026656171017583,0.68,1.0
anxiety,400,Positive,endothelial_sig,-0.0047030248017641,0.753,1.0
anxiety,400,Positive,pericyte_sig,0.0042155695603372,0.754,1.0
anxiety,400,Positive,sst_expr,0.0145691879850264,0.793,1.0
anxiety,400,Positive,sst_sig,0.0145691879850264,0.793,1.0
anxiety,400,Positive,lamp5_sig,-0.0124063190571406,0.889,1.0
anxiety,400,Positive,oligo_sig,-0.0090660598867276,0.963,1.0
anxiety,400,Positive,opc_sig,-0.003050429178712,0.979,1.0
anxiety,400,Positive,pvalb_sig,0.0032025921789708,1.0,1.0
anxiety,400,Positive,pvalb_expr,0.0032025921789708,1.0,1.0
anxiety,500,Negative,sst_expr,0.0163236362420019,0.0,0.0
anxiety,500,Negative,pvalb_expr,0.027367073385637,0.0,0.0
anxiety,500,Negative,pvalb_sig,0.027367073385637,0.0,0.0
anxiety,500,Negative,sst_sig,0.0163247737217651,0.0,0.0
anxiety,500,Negative,endothelial_sig,0.0096864935040299,0.012,0.0392727272727272
anxiety,500,Negative,l6_ct_sig,0.0063841801522541,0.015,0.0481188118811881
anxiety,500,Negative,microglia_sig,0.0105116968369295,0.025,0.0765463917525773
anxiety,500,Negative,oligo_sig,0.0081733938118684,0.04,0.1162805872756933
anxiety,500,Negative,l6_it_sig,0.0046404045259665,0.09,0.2348169838945827
anxiety,500,Negative,l5_it_sig,0.0020094577889801,0.321,0.6441689189189189
anxiety,500,Negative,l2_3_it_sig,0.0001166477023166,0.326,0.652
anxiety,500,Negative,lamp5_sig,0.0055193645259829,0.539,0.937986328125
anxiety,500,Negative,gad_sig,-0.0018975102587878,0.582,0.9934137931034482
anxiety,500,Negative,opc_sig,-0.0006689525902132,0.726,1.0
anxiety,500,Negative,pericyte_sig,-0.0028236285357865,0.736,1.0
anxiety,500,Negative,astro_sig,-0.0035908984472816,0.905,1.0
anxiety,500,Negative,l4_it_sig,-0.0082667446262828,0.965,1.0
anxiety,500,Negative,vip_sig,-0.0170297055681285,1.0,1.0
anxiety,500,Positive,l2_3_it_sig,0.0170253982620733,0.0,0.0
anxiety,500,Positive,l4_it_sig,0.0630948919889121,0.0,0.0
anxiety,500,Positive,l6_it_sig,0.0185392280745575,0.0,0.0
anxiety,500,Positive,microglia_sig,0.0385203390486796,0.0,0.0
anxiety,500,Positive,vip_sig,0.0217548836126636,0.0,0.0
anxiety,500,Positive,l5_it_sig,0.0091785526699281,0.016,0.0510053667262969
anxiety,500,Positive,gad_sig,0.0032246636458808,0.278,0.5773846153846155
anxiety,500,Positive,astro_sig,0.0032103288873226,0.287,0.5905704387990761
anxiety,500,Positive,endothelial_sig,-0.0025106175772111,0.638,1.0
anxiety,500,Positive,lamp5_sig,-0.0031044267909724,0.646,1.0
anxiety,500,Positive,l6_ct_sig,-0.0026946018483079,0.701,1.0
anxiety,500,Positive,sst_expr,0.0237000025703434,0.722,1.0
anxiety,500,Positive,sst_sig,0.0236922615081699,0.722,1.0
anxiety,500,Positive,oligo_sig,-0.0043302517880408,0.874,1.0
anxiety,500,Positive,opc_sig,-0.0005442545007314,0.874,1.0
anxiety,500,Positive,pericyte_sig,0.001659185940005,0.936,1.0
anxiety,500,Positive,pvalb_sig,0.0133883485912475,0.997,1.0
anxiety,500,Positive,pvalb_expr,0.0133883485912475,0.997,1.0
anxiety,600,Negative,l6_ct_sig,0.0163793489905028,0.0,0.0
anxiety,600,Negative,pvalb_sig,0.0329973917177021,0.0,0.0
anxiety,600,Negative,sst_expr,0.013585512222839,0.0,0.0
anxiety,600,Negative,oligo_sig,0.0158153251520931,0.0,0.0
anxiety,600,Negative,pvalb_expr,0.0329973917177021,0.0,0.0
anxiety,600,Negative,sst_sig,0.013585512222839,0.0,0.0
anxiety,600,Negative,opc_sig,0.0014616161742112,0.098,0.252
anxiety,600,Negative,lamp5_sig,0.0112098474723009,0.101,0.2584091888011486
anxiety,600,Negative,endothelial_sig,0.0065387202047064,0.224,0.49896
anxiety,600,Negative,microglia_sig,0.0062111076656573,0.229,0.5059863608183509
anxiety,600,Negative,l4_it_sig,0.0014449985473984,0.245,0.5298422330097087
anxiety,600,Negative,l2_3_it_sig,0.0023759280099149,0.249,0.5352448733413752
anxiety,600,Negative,astro_sig,-4.3533368702601874e-05,0.4,0.7582978723404256
anxiety,600,Negative,pericyte_sig,0.0017071188287362,0.443,0.8121666666666667
anxiety,600,Negative,gad_sig,-0.0014859563126102,0.724,1.0
anxiety,600,Negative,l6_it_sig,-0.003872155545443,0.804,1.0
anxiety,600,Negative,l5_it_sig,-0.0068872064365959,0.99,1.0
anxiety,600,Negative,vip_sig,-0.0063163411510468,1.0,1.0
anxiety,600,Positive,l2_3_it_sig,0.0219016269169295,0.0,0.0
anxiety,600,Positive,l4_it_sig,0.0459737236601498,0.0,0.0
anxiety,600,Positive,l6_it_sig,0.0135284582322185,0.0,0.0
anxiety,600,Positive,microglia_sig,0.0319590723541065,0.0,0.0
anxiety,600,Positive,vip_sig,0.0108926460879867,0.001,0.0037995735607675
anxiety,600,Positive,l5_it_sig,0.0022831169747912,0.194,0.4466511627906976
anxiety,600,Positive,opc_sig,0.003523194007165,0.263,0.5556206283343214
anxiety,600,Positive,sst_expr,0.0188634094392838,0.381,0.7328030221262817
anxiety,600,Positive,sst_sig,0.0188634094392838,0.381,0.7328030221262817
anxiety,600,Positive,astro_sig,0.0005940545812123,0.709,1.0
anxiety,600,Positive,gad_sig,-0.0019992175446014,0.768,1.0
anxiety,600,Positive,endothelial_sig,-0.0038944272571451,0.83,1.0
anxiety,600,Positive,pericyte_sig,-0.0007819237672882,0.842,1.0
anxiety,600,Positive,oligo_sig,-0.0032677209175965,0.85,1.0
anxiety,600,Positive,pvalb_sig,0.0187432213073397,0.869,1.0
anxiety,600,Positive,pvalb_expr,0.0187432213073397,0.869,1.0
anxiety,600,Positive,lamp5_sig,-0.0074292016612286,0.936,1.0
anxiety,600,Positive,l6_ct_sig,-0.0069176129736624,0.987,1.0
anxiety,700,Negative,l6_ct_sig,0.0122243082139922,0.0,0.0
anxiety,700,Negative,l4_it_sig,0.0105655331600879,0.0,0.0
anxiety,700,Negative,sst_expr,0.0210887559967207,0.0,0.0
anxiety,700,Negative,oligo_sig,0.0125622887824162,0.0,0.0
anxiety,700,Negative,pvalb_expr,0.0345250071625585,0.0,0.0
anxiety,700,Negative,pvalb_sig,0.0345250071625585,0.0,0.0
anxiety,700,Negative,sst_sig,0.0210887559967207,0.0,0.0
anxiety,700,Negative,l2_3_it_sig,0.0081941652439269,0.002,0.0073788819875776
anxiety,700,Negative,l6_it_sig,0.0048931713185199,0.068,0.1871444015444015
anxiety,700,Negative,endothelial_sig,0.0045224331350275,0.094,0.2434709302325581
anxiety,700,Negative,astro_sig,0.0006643605661915,0.266,0.5606292134831461
anxiety,700,Negative,gad_sig,0.0004360005979204,0.283,0.5840254777070063
anxiety,700,Negative,opc_sig,0.00040997395721,0.425,0.7897288842544317
anxiety,700,Negative,pericyte_sig,-0.0003629891722412,0.438,0.8042411128284389
anxiety,700,Negative,lamp5_sig,0.0060583121331468,0.533,0.9307261146496816
anxiety,700,Negative,microglia_sig,0.0038307358669167,0.61,1.0
anxiety,700,Negative,l5_it_sig,-0.0027926226481528,0.884,1.0
anxiety,700,Negative,vip_sig,-0.0019977707800242,0.999,1.0
anxiety,700,Positive,l2_3_it_sig,0.0158728799141626,0.0,0.0
anxiety,700,Positive,l4_it_sig,0.0325006146240136,0.0,0.0
anxiety,700,Positive,microglia_sig,0.0353075217673851,0.0,0.0
anxiety,700,Positive,vip_sig,0.0088000754046455,0.0,0.0
anxiety,700,Positive,l6_it_sig,0.0080146629760458,0.005,0.0175566502463054
anxiety,700,Positive,l5_it_sig,0.0033723307655473,0.167,0.39390337524818
anxiety,700,Positive,opc_sig,0.002081110866478,0.366,0.7104705882352941
anxiety,700,Positive,astro_sig,0.0011439661721918,0.505,0.8945427435387674
anxiety,700,Positive,lamp5_sig,-0.0019500976297382,0.648,1.0
anxiety,700,Positive,l6_ct_sig,-0.0006778416677183,0.767,1.0
anxiety,700,Positive,sst_sig,0.0107279547047993,0.804,1.0
anxiety,700,Positive,sst_expr,0.0107279547047993,0.804,1.0
anxiety,700,Positive,gad_sig,-0.0028842694246481,0.888,1.0
anxiety,700,Positive,endothelial_sig,-0.0038475424800458,0.895,1.0
anxiety,700,Positive,pericyte_sig,-0.0006255682000086,0.953,1.0
anxiety,700,Positive,oligo_sig,-0.0078593204843297,0.996,1.0
anxiety,700,Positive,pvalb_sig,0.0060889121996739,1.0,1.0
anxiety,700,Positive,pvalb_expr,0.0060889121996739,1.0,1.0
anxiety,800,Negative,l6_ct_sig,0.0109384504389595,0.0,0.0
anxiety,800,Negative,pvalb_sig,0.022287949189107,0.0,0.0
anxiety,800,Negative,sst_expr,0.0129539927924612,0.0,0.0
anxiety,800,Negative,oligo_sig,0.0152299737451388,0.0,0.0
anxiety,800,Negative,pvalb_expr,0.022287949189107,0.0,0.0
anxiety,800,Negative,sst_sig,0.0129539927924612,0.0,0.0
anxiety,800,Negative,endothelial_sig,0.0048343236971015,0.118,0.2961633802816901
anxiety,800,Negative,microglia_sig,0.0084796065060666,0.152,0.3647999999999999
anxiety,800,Negative,l2_3_it_sig,0.0014612231786279,0.249,0.5352448733413752
anxiety,800,Negative,lamp5_sig,0.0054986449052197,0.283,0.5840254777070063
anxiety,800,Negative,l4_it_sig,0.0003628607346461,0.31,0.6273935264054514
anxiety,800,Negative,pericyte_sig,0.0004699556760654,0.422,0.7862038682697334
anxiety,800,Negative,gad_sig,-0.0009700084846791,0.577,0.9872433989438308
anxiety,800,Negative,l5_it_sig,-0.000519841289453,0.676,1.0
anxiety,800,Negative,opc_sig,-0.0001965469871811,0.684,1.0
anxiety,800,Negative,l6_it_sig,-0.0033295543386828,0.81,1.0
anxiety,800,Negative,astro_sig,-0.0025366338935821,0.895,1.0
anxiety,800,Negative,vip_sig,-0.0069094742828141,1.0,1.0
anxiety,800,Positive,l4_it_sig,0.0365679229118015,0.0,0.0
anxiety,800,Positive,microglia_sig,0.020903205439183,0.0,0.0
anxiety,800,Positive,vip_sig,0.006880431984079,0.001,0.0037995735607675
anxiety,800,Positive,l6_it_sig,0.0068631319512439,0.014,0.0451139240506329
anxiety,800,Positive,l5_it_sig,0.0048324572522791,0.028,0.0844263959390863
anxiety,800,Positive,l2_3_it_sig,0.005799126490184,0.042,0.1210088924818108
anxiety,800,Positive,sst_sig,0.0180321086103892,0.287,0.5905704387990761
anxiety,800,Positive,sst_expr,0.0180321086103892,0.287,0.5905704387990761
anxiety,800,Positive,l6_ct_sig,0.000575211096048,0.392,0.7483063738618104
anxiety,800,Positive,astro_sig,0.000345990505118,0.418,0.7820220472440945
anxiety,800,Positive,opc_sig,0.0015721578273757,0.433,0.7975255813953488
anxiety,800,Positive,lamp5_sig,-0.0018420582828474,0.844,1.0
anxiety,800,Positive,oligo_sig,-0.0044489970562616,0.959,1.0
anxiety,800,Positive,pericyte_sig,-0.0001834979275363,0.988,1.0
anxiety,800,Positive,endothelial_sig,-0.0060642079954008,0.991,1.0
anxiety,800,Positive,gad_sig,-0.0061447408297396,0.999,1.0
anxiety,800,Positive,pvalb_sig,0.0154903098757496,1.0,1.0
anxiety,800,Positive,pvalb_expr,0.0154903098757496,1.0,1.0
anxiety,900,Negative,pvalb_expr,0.0208771090437694,0.0,0.0
anxiety,900,Negative,pvalb_sig,0.0208771090437694,0.0,0.0
anxiety,900,Negative,sst_expr,0.0096306614197282,0.0,0.0
anxiety,900,Negative,oligo_sig,0.0096798921580764,0.0,0.0
anxiety,900,Negative,sst_sig,0.0096306614197282,0.0,0.0
anxiety,900,Negative,l6_ct_sig,0.0067567544594526,0.007,0.0240578592092574
anxiety,900,Negative,l2_3_it_sig,0.0045840203378473,0.008,0.0272842105263157
anxiety,900,Negative,lamp5_sig,0.0072340883077709,0.04,0.1162805872756933
anxiety,900,Negative,l4_it_sig,0.0019778863154537,0.186,0.4312973324658425
anxiety,900,Negative,pericyte_sig,0.0005600006920425,0.263,0.5556206283343214
anxiety,900,Negative,l6_it_sig,-0.0011149601983123,0.579,0.989715107913669
anxiety,900,Negative,gad_sig,-0.0011401249027122,0.673,1.0
anxiety,900,Negative,l5_it_sig,-0.0024446967855119,0.896,1.0
anxiety,900,Negative,opc_sig,-0.0009506208970041,0.912,1.0
anxiety,900,Negative,endothelial_sig,-0.0001204558971119,0.926,1.0
anxiety,900,Negative,astro_sig,-0.0037724636446442,0.988,1.0
anxiety,900,Negative,microglia_sig,0.0006308753819993,0.988,1.0
anxiety,900,Negative,vip_sig,-0.0037397506577161,0.999,1.0
anxiety,900,Positive,l2_3_it_sig,0.0126516416563073,0.0,0.0
anxiety,900,Positive,l4_it_sig,0.0311787934637006,0.0,0.0
anxiety,900,Positive,microglia_sig,0.0266822981734823,0.0,0.0
anxiety,900,Positive,vip_sig,0.0079176128349769,0.0,0.0
anxiety,900,Positive,l6_it_sig,0.0075056437598914,0.023,0.0709100346020761
anxiety,900,Positive,l5_it_sig,0.0019049368971085,0.256,0.5450322580645162
anxiety,900,Positive,gad_sig,-0.000582995847071,0.603,1.0
anxiety,900,Positive,opc_sig,-6.0851988809029154e-05,0.699,1.0
anxiety,900,Positive,astro_sig,-0.0020620246135572,0.831,1.0
anxiety,900,Positive,lamp5_sig,-0.0033571400241239,0.848,1.0
anxiety,900,Positive,pericyte_sig,0.0029870919772087,0.929,1.0
anxiety,900,Positive,l6_ct_sig,-0.0044257967632399,0.987,1.0
anxiety,900,Positive,sst_sig,0.0046849683534878,0.996,1.0
anxiety,900,Positive,sst_expr,0.0046849683534878,0.996,1.0
anxiety,900,Positive,endothelial_sig,-0.0055559949550063,0.997,1.0
anxiety,900,Positive,pvalb_expr,0.0066087109270183,0.999,1.0
anxiety,900,Positive,pvalb_sig,0.0066087109270183,0.999,1.0
anxiety,900,Positive,oligo_sig,-0.0075367997785873,1.0,1.0
anxiety,1000,Negative,pvalb_expr,0.0153829943693397,0.0,0.0
anxiety,1000,Negative,pvalb_sig,0.0153829943693397,0.0,0.0
anxiety,1000,Negative,sst_expr,0.0136146078275679,0.0,0.0
anxiety,1000,Negative,oligo_sig,0.0136026094578767,0.0,0.0
anxiety,1000,Negative,sst_sig,0.0136146078275679,0.0,0.0
anxiety,1000,Negative,endothelial_sig,0.0068996926807369,0.005,0.0175566502463054
anxiety,1000,Negative,l4_it_sig,0.0045829616255907,0.007,0.0240578592092574
anxiety,1000,Negative,l6_ct_sig,0.0067501042460025,0.013,0.0422737226277372
anxiety,1000,Negative,microglia_sig,0.0049853848862582,0.037,0.108712283594394
anxiety,1000,Negative,pericyte_sig,0.0020895749820318,0.158,0.3769156626506024
anxiety,1000,Negative,l6_it_sig,0.0001338470062068,0.321,0.6441689189189189
anxiety,1000,Negative,l2_3_it_sig,0.0003055786449611,0.421,0.7851616954474097
anxiety,1000,Negative,lamp5_sig,0.0004973281316389,0.681,1.0
anxiety,1000,Negative,gad_sig,-0.0015852491959194,0.815,1.0
anxiety,1000,Negative,opc_sig,-0.0016539627533958,0.98,1.0
anxiety,1000,Negative,l5_it_sig,-0.0021009132175405,0.985,1.0
anxiety,1000,Negative,astro_sig,-0.0037856165515602,0.998,1.0
anxiety,1000,Negative,vip_sig,-0.0087526350038988,1.0,1.0
anxiety,1000,Positive,vip_sig,0.0057885510749854,0.0,0.0
anxiety,1000,Positive,microglia_sig,0.0134456052297207,0.004,0.0142702702702702
anxiety,1000,Positive,l4_it_sig,0.0183843621219932,0.063,0.1752786885245901
anxiety,1000,Positive,l6_it_sig,0.0031903035167732,0.184,0.4269375
anxiety,1000,Positive,lamp5_sig,0.0019278355055203,0.295,0.6035476463834673
anxiety,1000,Positive,l2_3_it_sig,0.0025453474084936,0.406,0.765195134849286
anxiety,1000,Positive,l6_ct_sig,0.0003295065002175,0.433,0.7975255813953488
anxiety,1000,Positive,gad_sig,-0.0010498951689409,0.737,1.0
anxiety,1000,Positive,oligo_sig,-0.0017255354588357,0.738,1.0
anxiety,1000,Positive,pericyte_sig,0.0002866947317717,0.798,1.0
anxiety,1000,Positive,endothelial_sig,-0.0019272059486022,0.841,1.0
anxiety,1000,Positive,opc_sig,0.0002036749088277,0.924,1.0
anxiety,1000,Positive,astro_sig,-0.0021373213472991,0.939,1.0
anxiety,1000,Positive,l5_it_sig,-0.0050525463275936,0.985,1.0
anxiety,1000,Positive,pvalb_sig,0.0001000896472411,1.0,1.0
anxiety,1000,Positive,pvalb_expr,0.0001000896472411,1.0,1.0
anxiety,1000,Positive,sst_expr,-0.000480391246333,1.0,1.0
anxiety,1000,Positive,sst_sig,-0.000480391246333,1.0,1.0
autism,100,Negative,l6_it_sig,0.0320696881462956,0.0,0.0
autism,100,Negative,pvalb_sig,0.0482503886642249,0.0,0.0
autism,100,Negative,oligo_sig,0.0153505883095839,0.0,0.0
autism,100,Negative,opc_sig,0.0118728957087681,0.0,0.0
autism,100,Negative,pvalb_expr,0.0482503886642249,0.0,0.0
autism,100,Negative,l4_it_sig,0.0218629823914184,0.017,0.0539519145146927
autism,100,Negative,endothelial_sig,0.0090099864753243,0.027,0.0818265306122449
autism,100,Negative,l2_3_it_sig,0.0085421456426621,0.038,0.1112834839769925
autism,100,Negative,astro_sig,0.0069656842241132,0.051,0.1448318725099601
autism,100,Negative,l6_ct_sig,0.005376609490327,0.073,0.1983018292682926
autism,100,Negative,gad_sig,0.0021664236391088,0.278,0.5773846153846155
autism,100,Negative,microglia_sig,0.0255595681424423,0.281,0.5812443412652352
autism,100,Negative,lamp5_sig,0.0041512467903027,0.41,0.7694786729857819
autism,100,Negative,vip_sig,-0.000329998220034,0.471,0.8486572295247725
autism,100,Negative,pericyte_sig,-0.0027914640363097,0.483,0.8676471774193548
autism,100,Negative,l5_it_sig,-0.003709183132045,0.515,0.9090936106983656
autism,100,Negative,sst_expr,-0.0139529544730268,0.791,1.0
autism,100,Negative,sst_sig,-0.0139529544730268,0.791,1.0
autism,100,Positive,l4_it_sig,0.1018685487294022,0.001,0.0037995735607675
autism,100,Positive,l6_it_sig,0.0231728769385979,0.004,0.0142702702702702
autism,100,Positive,sst_expr,0.1117804543007761,0.012,0.0392727272727272
autism,100,Positive,sst_sig,0.1117804543007761,0.012,0.0392727272727272
autism,100,Positive,l2_3_it_sig,0.0119397721186991,0.149,0.3580822656776803
autism,100,Positive,vip_sig,-0.0016837715632969,0.317,0.6393820033955857
autism,100,Positive,oligo_sig,0.0002293853977688,0.337,0.6676309060589217
autism,100,Positive,microglia_sig,0.0824852890105158,0.404,0.7646606479022837
autism,100,Positive,l6_ct_sig,-0.0061014750919353,0.56,0.9674454677653904
autism,100,Positive,endothelial_sig,-0.0099976200025304,0.705,1.0
autism,100,Positive,l5_it_sig,0.0086720753725601,0.825,1.0
autism,100,Positive,lamp5_sig,-0.0327582605378243,0.907,1.0
autism,100,Positive,astro_sig,-0.0120304630384844,0.925,1.0
autism,100,Positive,opc_sig,-0.0054110003750504,0.951,1.0
autism,100,Positive,gad_sig,-0.0103498621620145,0.988,1.0
autism,100,Positive,pericyte_sig,0.0076324113061135,0.991,1.0
autism,100,Positive,pvalb_sig,-0.0034216934477947,1.0,1.0
autism,100,Positive,pvalb_expr,-0.0034216934477947,1.0,1.0
autism,300,Negative,astro_sig,0.0110680745890318,0.0,0.0
autism,300,Negative,l4_it_sig,0.0386837226562056,0.0,0.0
autism,300,Negative,pvalb_sig,0.0685215333241805,0.0,0.0
autism,300,Negative,sst_expr,0.0291468332240905,0.0,0.0
autism,300,Negative,pvalb_expr,0.0685215333241805,0.0,0.0
autism,300,Negative,opc_sig,0.0071919716149377,0.0,0.0
autism,300,Negative,oligo_sig,0.0241194825056025,0.0,0.0
autism,300,Negative,microglia_sig,0.0281280774771271,0.0,0.0
autism,300,Negative,sst_sig,0.0291468332240905,0.0,0.0
autism,300,Negative,endothelial_sig,0.0111460390824076,0.001,0.0037995735607675
autism,300,Negative,l6_it_sig,0.0158395902622943,0.001,0.0037995735607675
autism,300,Negative,l2_3_it_sig,0.0087598512731379,0.001,0.0037995735607675
autism,300,Negative,l6_ct_sig,0.0090788189820601,0.016,0.0510053667262969
autism,300,Negative,l5_it_sig,0.0011510175614059,0.12,0.3003370786516853
autism,300,Negative,lamp5_sig,0.0106981959412212,0.233,0.5110227692307693
autism,300,Negative,vip_sig,0.0030458064670027,0.303,0.6149726651480638
autism,300,Negative,pericyte_sig,-0.00130980840848,0.443,0.8121666666666667
autism,300,Negative,gad_sig,-0.0063286926381567,0.991,1.0
autism,300,Positive,l4_it_sig,0.0191935913059051,0.165,0.3904780876494024
autism,300,Positive,l6_it_sig,0.0102595224112208,0.191,0.4405980582524272
autism,300,Positive,vip_sig,-0.0039340005532957,0.419,0.7830707918196119
autism,300,Positive,endothelial_sig,-0.0024920744155742,0.587,0.9995547061634018
autism,300,Positive,l2_3_it_sig,-0.0045630938227873,0.595,1.0
autism,300,Positive,microglia_sig,0.0176556416924804,0.827,1.0
autism,300,Positive,sst_sig,0.018402966088296,0.877,1.0
autism,300,Positive,sst_expr,0.018402966088296,0.877,1.0
autism,300,Positive,gad_sig,-0.0080038248013491,0.929,1.0
autism,300,Positive,l5_it_sig,0.0053398567609204,0.938,1.0
autism,300,Positive,oligo_sig,-0.0140902625297826,0.944,1.0
autism,300,Positive,l6_ct_sig,-0.012767731794739,0.946,1.0
autism,300,Positive,pericyte_sig,0.0041674655849332,0.955,1.0
autism,300,Positive,astro_sig,-0.0142519132087263,0.986,1.0
autism,300,Positive,opc_sig,-0.0076739575040138,0.998,1.0
autism,300,Positive,lamp5_sig,-0.0275346237089397,0.998,1.0
autism,300,Positive,pvalb_sig,-0.0621866350513217,1.0,1.0
autism,300,Positive,pvalb_expr,-0.0621866350513217,1.0,1.0
autism,400,Negative,astro_sig,0.0066272911569627,0.0,0.0
autism,400,Negative,endothelial_sig,0.0182980865810056,0.0,0.0
autism,400,Negative,l6_it_sig,0.0150220776338577,0.0,0.0
autism,400,Negative,l4_it_sig,0.03023380935291,0.0,0.0
autism,400,Negative,pvalb_expr,0.0551856129324593,0.0,0.0
autism,400,Negative,pvalb_sig,0.0551856129324593,0.0,0.0
autism,400,Negative,sst_expr,0.0203355652574974,0.0,0.0
autism,400,Negative,oligo_sig,0.0292905857481359,0.0,0.0
autism,400,Negative,sst_sig,0.0203355652574974,0.0,0.0
autism,400,Negative,l6_ct_sig,0.0114247882112647,0.001,0.0037995735607675
autism,400,Negative,microglia_sig,0.0233896662164456,0.003,0.0108769074262461
autism,400,Negative,opc_sig,0.0042858784366421,0.011,0.0364349442379182
autism,400,Negative,pericyte_sig,0.0070723009109122,0.012,0.0392727272727272
autism,400,Negative,l2_3_it_sig,0.0048738460187162,0.041,0.1185109489051094
autism,400,Negative,l5_it_sig,0.001708654152308,0.131,0.3226565307532826
autism,400,Negative,vip_sig,0.0003003948536839,0.372,0.7193749321758003
autism,400,Negative,gad_sig,-0.0013000802892364,0.507,0.8967483870967742
autism,400,Negative,lamp5_sig,0.0012772252409934,0.589,1.0
autism,400,Positive,l6_it_sig,0.0247582828997924,0.0,0.0
autism,400,Positive,l4_it_sig,0.0422864175833343,0.0,0.0
autism,400,Positive,l2_3_it_sig,0.0043700427284142,0.148,0.3561593517893315
autism,400,Positive,vip_sig,-0.0018395866533855,0.356,0.6971340659340659
autism,400,Positive,l6_ct_sig,-0.0016847909620454,0.505,0.8945427435387674
autism,400,Positive,endothelial_sig,-0.0062748214487001,0.81,1.0
autism,400,Positive,microglia_sig,0.0029278368706883,0.915,1.0
autism,400,Positive,gad_sig,-0.0063647332740084,0.935,1.0
autism,400,Positive,opc_sig,-0.0053622391639904,0.969,1.0
autism,400,Positive,sst_expr,-0.000362583110952,0.989,1.0
autism,400,Positive,sst_sig,-0.000362583110952,0.989,1.0
autism,400,Positive,pericyte_sig,0.002040293780898,0.997,1.0
autism,400,Positive,astro_sig,-0.016569575110553,0.998,1.0
autism,400,Positive,lamp5_sig,-0.0375068385080196,1.0,1.0
autism,400,Positive,oligo_sig,-0.0188882108008646,1.0,1.0
autism,400,Positive,l5_it_sig,-0.0068860739903597,1.0,1.0
autism,400,Positive,pvalb_sig,-0.0479310444259799,1.0,1.0
autism,400,Positive,pvalb_expr,-0.0479310444259799,1.0,1.0
autism,500,Negative,astro_sig,0.007183668103876,0.0,0.0
autism,500,Negative,endothelial_sig,0.0121471443643994,0.0,0.0
autism,500,Negative,l6_ct_sig,0.0145388764803188,0.0,0.0
autism,500,Negative,l4_it_sig,0.0288719429199468,0.0,0.0
autism,500,Negative,pvalb_expr,0.0619856607308305,0.0,0.0
autism,500,Negative,opc_sig,0.0059339476975489,0.0,0.0
autism,500,Negative,oligo_sig,0.0194368187429672,0.0,0.0
autism,500,Negative,microglia_sig,0.0230450340840837,0.0,0.0
autism,500,Negative,sst_expr,0.0259593566591389,0.0,0.0
autism,500,Negative,pvalb_sig,0.0619856607308305,0.0,0.0
autism,500,Negative,sst_sig,0.0259590680461391,0.0,0.0
autism,500,Negative,vip_sig,0.0079705727985575,0.001,0.0037995735607675
autism,500,Negative,lamp5_sig,0.0099365169797246,0.003,0.0108769074262461
autism,500,Negative,l6_it_sig,0.0135229101469586,0.007,0.0240578592092574
autism,500,Negative,pericyte_sig,0.0014919067388129,0.088,0.2304423218221895
autism,500,Negative,l2_3_it_sig,0.0012338147140234,0.406,0.765195134849286
autism,500,Negative,l5_it_sig,-1.7072780528546654e-05,0.416,0.778689075630252
autism,500,Negative,gad_sig,-0.0033547809250672,0.898,1.0
autism,500,Positive,l6_it_sig,0.0270009347824887,0.0,0.0
autism,500,Positive,l4_it_sig,0.0207345889919959,0.002,0.0073788819875776
autism,500,Positive,l2_3_it_sig,0.00436140678832,0.171,0.4012139565503621
autism,500,Positive,vip_sig,-0.0012347712182076,0.406,0.765195134849286
autism,500,Positive,pericyte_sig,0.0099841387813812,0.45,0.8211981566820277
autism,500,Positive,l6_ct_sig,-0.0025182262088947,0.636,1.0
autism,500,Positive,microglia_sig,0.0167850891253115,0.658,1.0
autism,500,Positive,oligo_sig,-0.0068854281380238,0.831,1.0
autism,500,Positive,endothelial_sig,-0.0004180530224817,0.895,1.0
autism,500,Positive,gad_sig,-0.0050636983592455,0.912,1.0
autism,500,Positive,opc_sig,-0.0028815087390175,0.975,1.0
autism,500,Positive,astro_sig,-0.0129798363862232,0.994,1.0
autism,500,Positive,lamp5_sig,-0.0165216352794981,0.999,1.0
autism,500,Positive,l5_it_sig,-0.0016083054173878,1.0,1.0
