"Region","astro_sig","endothelial_sig","gad_sig","l2_3_it_sig","l4_it_sig","l5_it_sig","l6_ct_sig","l6_it_sig","lamp5_sig","microglia_sig","oligo_sig","opc_sig","pericyte_sig","pvalb_expr","pvalb_sig","sst_expr","sst_sig","vip_sig"
1,-0.0155425118282437,-0.987022459506989,-0.274375349283218,0.257430106401443,0.191630586981773,-0.298008948564529,-0.527028143405914,0.156422063708305,0.180495783686638,0.138864487409592,-0.614164292812347,0.0218407958745956,-0.806213974952698,-0.655652701854706,-0.655652701854706,0.448920547962189,0.448920547962189,0.525591850280762
2,-0.0680755898356438,0.808646440505981,0.531316101551056,0.368769735097885,0.954578578472137,0.0502682626247406,0.754302561283112,0.751615047454834,0.195720419287682,-0.308850407600403,0.680694103240967,-0.452908933162689,-0.719886302947998,0.235282838344574,0.235282838344574,0.144758477807045,0.144758477807045,0.430779635906219
3,0.115210205316544,-0.441773384809494,-0.308570086956024,-0.220949023962021,0.302892655134201,-0.624900460243225,-0.297089606523514,0.197477757930756,-0.198554903268814,-0.177828639745712,0.138317972421646,0.474962145090103,-0.201119244098663,-0.353257238864899,-0.353257238864899,0.116473227739334,0.116473227739334,0.00275086797773838
4,-0.406429499387741,0.0361215174198151,-0.195716798305511,0.0493335723876953,0.435448169708252,-0.680472850799561,-0.485782504081726,0.280159324407578,0.536391854286194,-0.95308381319046,0.271238744258881,-0.215394392609596,-0.103821389377117,0.0500043444335461,0.0500043444335461,-0.669530272483826,-0.669530272483826,0.420146375894547
5,-0.501723349094391,0.065651960670948,-1.16059565544128,0.377538949251175,0.0931556448340416,-1.71224927902222,-0.286882847547531,-0.385550856590271,0.518557548522949,-0.200582459568977,0.72365814447403,-0.143085479736328,-0.669414043426514,-0.462556451559067,-0.462556451559067,-0.701563894748688,-0.701563894748688,0.288376986980438
6,-1.09792006015778,1.27680933475494,0.294534742832184,0.543954312801361,0.185942783951759,0.898755669593811,-0.566155910491943,-0.213954493403435,-0.0224672760814428,-1.04890644550323,0.216720476746559,-0.875366270542145,-0.421123951673508,1.27386128902435,1.27386128902435,0.956421077251434,0.956421077251434,1.01974833011627
7,0.184301808476448,0.655995190143585,-0.256279587745667,0.704970896244049,-0.0540555790066719,-0.253703236579895,-0.216533064842224,0.511923968791962,0.896663069725037,-0.103853553533554,0.66407185792923,0.256630271673203,0.576400697231293,0.217868715524673,0.217868715524673,-0.338692933320999,-0.338692933320999,-0.163799613714218
8,-0.666108727455139,-0.105649814009666,-0.62433135509491,0.618600785732269,0.773955881595612,-0.177166625857353,0.0700146555900574,0.527208209037781,0.63686591386795,-1.32519340515137,-0.178688526153564,0.22704254090786,-0.131110236048698,-0.216922283172607,-0.216922283172607,-0.839868903160095,-0.839868903160095,0.29128435254097
9,-0.790142178535461,-0.75427258014679,-0.232299506664276,0.327485203742981,0.335963934659958,-1.17389643192291,0.520550906658173,0.349775373935699,0.402286380529404,-1.43121635913849,0.823110103607178,0.0882036611437798,-1.11206984519958,0.354958415031433,0.354958415031433,-0.560649633407593,-0.560649633407593,-0.49359980225563
10,-0.453381389379501,0.559484541416168,-0.367801040410995,0.247907429933548,0.735475599765778,-0.480644524097443,1.00861918926239,0.325365662574768,-0.469797164201736,-1.15927422046661,1.25853490829468,-0.882810831069946,-0.887157618999481,0.850770056247711,0.850770056247711,-0.407978236675262,-0.407978236675262,-0.757929563522339
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-0.737109959125519,0.419022381305695,0.541420876979828,0.586636900901794,0.811226785182953,-0.233784809708595,-0.107720568776131,0.715203642845154,0.479654610157013,-0.311084419488907,-0.0877673178911209,-0.491437613964081,-0.354280978441238,0.539871335029602,0.539871335029602,-0.318010956048965,-0.318010956048965,0.608184576034546
13,-0.96135950088501,-0.203683093190193,-0.571803212165833,0.33125114440918,-0.0353820994496346,-0.931637048721313,0.805064260959625,-0.0112978331744671,0.318549454212189,-0.920020043849945,0.176567107439041,-0.699726700782776,-0.827121496200562,0.757823944091797,0.757823944091797,0.439420640468597,0.439420640468597,-0.262341529130936
14,-0.0266430024057627,0.514801979064941,0.352053254842758,1.64705550670624,1.51372647285461,0.594908475875854,0.303494602441788,1.23920881748199,-0.126086443662643,-0.698304891586304,0.473806738853455,-0.52686220407486,0.118333727121353,0.90067046880722,0.90067046880722,-1.12559366226196,-1.12559366226196,0.550799131393433
15,0.0956418067216873,-0.775756180286407,0.0209935698658228,-0.430164664983749,0.852690517902374,-0.752522110939026,0.153523489832878,0.00823085941374302,-1.27612972259521,0.141621425747871,0.21254688501358,-0.324122965335846,-0.46943536400795,0.48385214805603,0.48385214805603,-0.196203574538231,-0.196203574538231,-0.117074258625507
16,-0.939961791038513,-0.068641185760498,-0.000916552089620382,0.722087681293488,0.675964951515198,-0.5346400141716,-0.454244762659073,1.05022835731506,0.0153152057901025,-1.42564296722412,-0.430775791406631,-0.557543277740479,1.06868016719818,0.692503035068512,0.692503035068512,-0.987438023090363,-0.987438023090363,0.66300904750824
17,-0.227423667907715,1.15050196647644,1.22579348087311,1.98612952232361,1.76269292831421,-0.613259971141815,0.202851936221123,0.842199206352234,0.345738351345062,-1.33445525169373,0.886150658130646,0.00279625994153321,0.370089143514633,1.06685292720795,1.06685292720795,-0.75475400686264,-0.75475400686264,-0.77014034986496
18,-0.04465401917696,0.515636801719666,-1.31742835044861,-0.131290018558502,-0.256509512662888,-0.801435708999634,0.165484055876732,-0.642419576644897,-1.25442266464233,0.366799354553223,1.413081407547,0.368016183376312,-1.5338968038559,0.601451992988586,0.601451992988586,-0.727413058280945,-0.727413058280945,-0.856836080551147
19,-0.274081647396088,0.50030654668808,-0.415977001190186,1.11959755420685,1.7478084564209,-1.08247649669647,0.212641716003418,0.759523808956146,-0.0363268442451954,-0.605258166790009,1.26774346828461,0.0778022781014442,-0.680217921733856,1.10035121440887,1.10035121440887,-0.965560913085938,-0.965560913085938,-0.459902793169022
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-0.740145564079285,-0.667586028575897,0.159748405218124,0.309402585029602,0.964238822460175,-0.146454498171806,0.706291794776917,0.59969288110733,-1.37034237384796,-0.643610656261444,-0.438348025083542,-0.242254748940468,0.287434548139572,0.820811092853546,0.820811092853546,-0.296641290187836,-0.296641290187836,-0.421203196048737
22,-0.161933392286301,-1.65466117858887,0.392803341150284,1.29345512390137,2.08829617500305,0.658825278282166,-0.196256279945374,1.23236858844757,-0.582842528820038,-0.582029521465302,-1.44300508499146,-1.38438904285431,1.08506345748901,0.668036937713623,0.668036937713623,-0.17433400452137,-0.17433400452137,0.19455386698246
23,-0.98303884267807,0.66827255487442,0.681713581085205,0.996666014194489,1.21667945384979,0.207154780626297,0.386239528656006,1.27948665618896,-0.509696960449219,-1.38406407833099,0.33678862452507,0.0149029782041907,0.362363576889038,0.928156733512878,0.928156733512878,-0.860179722309113,-0.860179722309113,0.0643642097711563
24,-0.214233726263046,0.641486823558807,0.530888557434082,2.0081958770752,2.13353753089905,-1.00845623016357,1.88896405696869,1.36858057975769,-0.259609282016754,-0.834277927875519,-1.04681265354156,-1.13088166713715,0.467410832643509,2.07910585403442,2.07910585403442,-0.458286434412003,-0.458286434412003,-1.93715465068817
25,0.699099957942963,1.66144800186157,-1.23164510726929,0.82178121805191,0.666214764118195,-0.120623491704464,0.0751606076955795,1.24897289276123,0.353411018848419,-0.523122608661652,0.830038368701935,0.509529232978821,1.68146324157715,0.160161256790161,0.160161256790161,-1.34846758842468,-1.34846758842468,0.94686233997345
26,-0.318972319364548,1.12533032894135,-0.202409654855728,1.08637344837189,1.04087316989899,-0.879028260707855,0.260399609804153,1.12675940990448,-0.207617282867432,-1.09279918670654,-0.0751162394881248,-0.269013017416,0.67870956659317,1.15749144554138,1.15749144554138,-0.826104521751404,-0.826104521751404,0.102353543043137
27,-0.01587681658566,0.0182812996208668,0.596854031085968,0.549796521663666,2.06812119483948,-0.98552405834198,0.935238718986511,-0.0818953737616539,-1.0161052942276,-0.346740961074829,0.654484450817108,-0.851362586021423,-0.29569998383522,1.21233010292053,1.21233010292053,-1.79940450191498,-1.79940450191498,-1.04552400112152
28,-1.36721980571747,-0.743441164493561,0.364986300468445,1.56675708293915,2.19102621078491,-0.122087061405182,0.612143814563751,0.980563342571259,-0.982559561729431,-1.07758390903473,-0.529779136180878,-1.1923805475235,-0.297327607870102,1.20653641223907,1.20653641223907,-2.22582530975342,-2.22582530975342,0.282345026731491
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-0.2763711810112,1.23468661308289,-0.71150153875351,0.937002241611481,1.22875761985779,-0.438017159700394,0.369272500276566,0.827249228954315,-0.480080902576447,-1.19704830646515,0.259786903858185,-0.159355238080025,0.746514320373535,0.574563562870026,0.574563562870026,-1.68596994876862,-1.68596994876862,-0.351127773523331
31,1.60879075527191,0.265892922878265,-1.60276544094086,-1.29480183124542,-0.925524473190308,-0.652430891990662,-0.309027045965195,0.436337351799011,0.153896167874336,0.906362116336823,0.335572332143784,1.00368559360504,1.8186286687851,-1.27184796333313,-1.27184796333313,0.513335406780243,0.513335406780243,-0.989194214344025
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.200448662042618,0.952384889125824,-1.47450172901154,-0.314704924821854,1.13322150707245,-0.218033701181412,1.33506119251251,1.19087517261505,-0.763600945472717,-1.60883414745331,0.890533328056335,0.335658103227615,0.792400598526001,0.481664657592773,0.481664657592773,-1.19698977470398,-1.19698977470398,-0.466255784034729
35,-1.18303549289703,1.21184241771698,0.464101195335388,1.5401303768158,2.03400158882141,-0.976170003414154,0.890739619731903,1.05449986457825,-0.459642052650452,-2.45281863212585,-0.747769713401794,-0.877715647220612,1.34656143188477,1.30567789077759,1.30567789077759,-1.98328244686127,-1.98328244686127,-0.74603796005249
36,0.796088755130768,1.87315928936005,-0.50849723815918,-0.0273151639848948,1.51373958587646,1.70351254940033,0.914794266223907,2.36736583709717,0.0654725506901741,-2.27362537384033,1.58060967922211,0.833740055561066,1.62996649742126,-0.234564170241356,-0.234564170241356,-1.36396372318268,-1.36396372318268,0.40910604596138
37,-0.081320583820343,0.575644791126251,0.12537769973278,1.51142168045044,1.59241414070129,-0.637900769710541,1.22253811359406,1.83909320831299,-1.18043637275696,-0.935703098773956,-0.625713706016541,-0.478153169155121,0.954324424266815,1.70644056797028,1.70644056797028,-1.52549433708191,-1.52549433708191,-1.58737576007843
38,-0.44706130027771,-0.310888886451721,0.371817886829376,1.06851935386658,1.02532112598419,-0.867947340011597,-0.227489724755287,0.551216006278992,0.158578455448151,-1.31289219856262,-0.888366043567657,-0.570734977722168,0.145827412605286,0.936984062194824,0.936984062194824,-0.433731973171234,-0.433731973171234,0.026663564145565
39,-0.735064268112183,-0.329801172018051,1.17736268043518,2.15319633483887,2.29422640800476,-1.16347014904022,1.24011743068695,1.54448485374451,-0.600290834903717,-1.2717193365097,-1.37595999240875,-1.1736091375351,0.104949623346329,2.08390974998474,2.08390974998474,-0.909930050373077,-0.909930050373077,-1.80759358406067
40,-0.370610058307648,1.74830496311188,2.06259679794312,1.60345530509949,2.33593082427979,-1.56526911258698,-0.144220143556595,2.01891231536865,-0.509692549705505,-2.09371614456177,-1.07651972770691,-0.610794723033905,0.531077206134796,1.82000207901001,1.82000207901001,-1.69896042346954,-1.69896042346954,-1.645716547966
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-0.611033260822296,-0.499049156904221,-0.190791055560112,0.255909353494644,0.303206115961075,-1.16671752929688,0.104241959750652,0.248530566692352,-1.1238921880722,-0.569625437259674,-0.172903329133987,0.278355419635773,-1.05103063583374,0.677227199077606,0.677227199077606,-0.623892545700073,-0.623892545700073,-0.118009224534035
